id_producto,name,price,color,tipo,id_categoria,id_fabricante,id_color,id_memoria
115,be quiet! Silent Wings 4,19.89,BLACK,CASE-FAN,2,7,2.0,1
116,Lian Li UNI FAN AL120 V2,19.99,BLACK,CASE-FAN,2,3,2.0,1
117,Corsair iCUE QL120 3-Pack,89.99,WHITE / BLACK,CASE-FAN,2,2,8.0,1
118,Lian Li ST120 3-Pack,39.99,BLACK,CASE-FAN,2,3,2.0,1
119,Phanteks PH-F120SK 3-Pack,32.49,BLACK / WHITE,CASE-FAN,2,10,1.0,1
120,be quiet! Light Wings PWM high-speed 3-Pack,84.9,BLACK,CASE-FAN,2,7,2.0,1
121,Cooler Master MasterFan MF Halo,19.98,BLACK,CASE-FAN,2,9,2.0,1
122,Phanteks PH-F120SK,11.69,BLACK / WHITE,CASE-FAN,2,10,1.0,1
123,Corsair iCUE LINK QX140 RGB Starter Kit 2-Pack,139.99,WHITE,CASE-FAN,2,2,3.0,1
124,Corsair LL120,34.99,WHITE,CASE-FAN,2,2,3.0,1
125,NZXT F RGB Core 2-Pack,59.99,WHITE,CASE-FAN,2,1,3.0,1
126,Noctua A8 PWM,16.95,BROWN,CASE-FAN,2,4,7.0,1
127,upHere T7SYC7 6-Pack,43.99,BLACK,CASE-FAN,2,13,2.0,1
128,ARCTIC P12 PST CO,8.44,BLACK,CASE-FAN,2,5,2.0,1
129,Lian Li UNI FAN AL120 V2,19.99,WHITE,CASE-FAN,2,3,3.0,1
130,Thermaltake SWAFAN EX12 ARGB 3-Pack,79.98,WHITE,CASE-FAN,2,14,3.0,1
131,Cooler Master MasterFan MF Halo 3-Pack,71.98,WHITE,CASE-FAN,2,9,3.0,1
132,ARCTIC P12,8.49,BLACK,CASE-FAN,2,5,2.0,1
133,NZXT F120 RGB,30.99,BLACK,CASE-FAN,2,1,2.0,1
134,ARCTIC P14 PWM PST A-RGB 3-Pack,49.99,BLACK,CASE-FAN,2,5,2.0,1
135,Phanteks D30-120 Reversed,32.98,WHITE,CASE-FAN,2,10,3.0,1
136,Noctua A9x14 HS-PWM chromax.Black.swap,21.95,BLACK / MULTICOLOR,CASE-FAN,2,4,11.0,1
137,be quiet! Silent Wings 4,19.89,BLACK,CASE-FAN,2,7,2.0,1
138,Lian Li UNI FAN P28 3-Pack,54.9,WHITE,CASE-FAN,2,3,3.0,1
139,Lian Li UNI SL120,31.18,WHITE,CASE-FAN,2,3,3.0,1
140,Thermaltake TOUGHFAN 2-Pack,34.99,BLACK,CASE-FAN,2,14,2.0,1
141,Noctua F12 industrialPPC-2000 PWM,27.95,BROWN / BLACK,CASE-FAN,2,4,10.0,1
142,Cooler Master SickleFlow 120 ARGB,22.99,WHITE,CASE-FAN,2,9,3.0,1
143,Corsair iCUE AF140 RGB ELITE 2-Pack,74.98,BLACK,CASE-FAN,2,2,2.0,1
144,Lian Li ST120 3-Pack,39.3,WHITE,CASE-FAN,2,3,3.0,1
145,NZXT F140Q,7.95,BLACK,CASE-FAN,2,1,2.0,1
146,Asus TUF Gaming TF120 ARGB,18.98,BLACK / WHITE,CASE-FAN,2,12,1.0,1
147,Corsair HD120 3-Pack,120.0,BLACK / WHITE,CASE-FAN,2,2,1.0,1
148,be quiet! Light Wings PWM high-speed,26.9,BLACK,CASE-FAN,2,7,2.0,1
149,Corsair iCUE QL120,34.99,BLACK,CASE-FAN,2,2,2.0,1
150,NZXT Aer P,120.0,BLACK,CASE-FAN,2,1,2.0,1
151,Lian Li Uni Fan SL 2-Pack,69.21,WHITE,CASE-FAN,2,3,3.0,1
152,be quiet! Light Wings PWM 3-Pack,79.9,BLACK,CASE-FAN,2,7,2.0,1
153,Lian Li UNI FAN AL140 V2,30.99,BLACK,CASE-FAN,2,3,2.0,1
154,NZXT F140 RGB 2-Pack,67.31,WHITE,CASE-FAN,2,1,3.0,1
155,Lian Li UNI SL120,30.43,BLACK,CASE-FAN,2,3,2.0,1
156,NZXT F140 RGB,26.99,BLACK,CASE-FAN,2,1,2.0,1
157,Fractal Design Aspect 12 RGB PWM 3-Pack,49.99,BLACK,CASE-FAN,2,11,2.0,1
158,ID-COOLING ZF,16.98,PINK / WHITE,CASE-FAN,2,15,14.0,1
159,Noctua P14s redux-1200 PWM,16.95,BLACK / GRAY,CASE-FAN,2,4,12.0,1
160,Phanteks M25-120 PWM D-RGB 3-Pack,38.98,BLACK,CASE-FAN,2,10,2.0,1
161,Lian Li UNI FAN P28,18.72,BLACK,CASE-FAN,2,3,2.0,1
162,Lian Li Uni Fan SL 2-Pack,99.0,BLACK,CASE-FAN,2,3,2.0,1
163,be quiet! Pure Wings 2,10.9,BLACK,CASE-FAN,2,7,2.0,1
164,Corsair iCUE AF120 RGB SLIM,29.99,WHITE,CASE-FAN,2,2,3.0,1
165,Thermalright TL-C12CW,7.59,WHITE,CASE-FAN,2,6,3.0,1
166,Cooler Master SickleFlow,22.99,BLACK,CASE-FAN,2,9,2.0,1
167,Phanteks PH-F120SK,13.35,BLACK,CASE-FAN,2,10,2.0,1
168,Noctua R8 redux-1800 PWM,12.95,BLACK / GRAY,CASE-FAN,2,4,12.0,1
169,Thermalright TL-S12W,7.29,WHITE,CASE-FAN,2,6,3.0,1
170,NZXT F RGB Core,21.99,BLACK,CASE-FAN,2,1,2.0,1
171,Antec Fusion 120 ARGB White 5-Pack,49.99,WHITE,CASE-FAN,2,16,3.0,1
172,be quiet! Light Wings PWM high-speed,29.9,BLACK,CASE-FAN,2,7,2.0,1
173,Noctua A20 PWM chromax.black.swap,36.95,BLACK / MULTICOLOR,CASE-FAN,2,4,11.0,1
174,Fractal Design Aspect 12 RGB PWM,38.11,BLACK,CASE-FAN,2,11,2.0,1
175,BGears b-Blaster,27.98,BLACK,CASE-FAN,2,17,2.0,1
176,Asus TUF GAMING TF120 ARGB White 3in1 3-Pack,59.99,WHITE,CASE-FAN,2,12,3.0,1
177,Phanteks M25-120 PWM D-RGB 3-Pack,44.98,WHITE,CASE-FAN,2,10,3.0,1
178,Thermalright TL-S12,6.99,BLACK,CASE-FAN,2,6,2.0,1
179,ARCTIC P12 PWM PST A-RGB 0dB 3-Pack,120.0,WHITE / GRAY,CASE-FAN,2,5,15.0,1
180,ARCTIC F12 PST 5-Pack,29.99,BLACK,CASE-FAN,2,5,2.0,1
181,be quiet! Light Wings 3-Pack,79.9,WHITE,CASE-FAN,2,7,3.0,1
182,Antec Prizm 5+C 5-Pack,49.15,BLACK,CASE-FAN,2,16,2.0,1
183,Phanteks M25-120 PWM 3-Pack,32.18,BLACK,CASE-FAN,2,10,2.0,1
184,NZXT AER RGB 2,24.99,WHITE,CASE-FAN,2,1,3.0,1
185,ARCTIC P12 PST,120.0,BLACK / TRANSLUCENT BLACK,CASE-FAN,2,5,16.0,1
186,NZXT F120 RGB DUO,32.39,WHITE,CASE-FAN,2,1,3.0,1
187,Lian Li UNI FAN AL120 3-Pack,116.57,BLACK,CASE-FAN,2,3,2.0,1
188,Thermalright TL-C12B-S V3 X3 3-Pack,16.89,BLACK,CASE-FAN,2,6,2.0,1
189,Corsair iCUE SP140 RGB ELITE,29.99,BLACK / WHITE,CASE-FAN,2,2,1.0,1
190,Noctua S12A PWM,21.95,BROWN,CASE-FAN,2,4,7.0,1
191,Asus ROG STRIX XF,29.99,BLACK,CASE-FAN,2,12,2.0,1
192,ARCTIC P14 PST CO,13.04,BLACK,CASE-FAN,2,5,2.0,1
193,Thermaltake TOUGHFAN 2-Pack,19.99,BLACK,CASE-FAN,2,14,2.0,1
194,be quiet! Silent Wings 3,40.58,BLACK,CASE-FAN,2,7,2.0,1
195,NZXT F120Q,23.47,WHITE,CASE-FAN,2,1,3.0,1
196,EK Loop Fan FPT 120 D-RGB,28.86,BLACK,CASE-FAN,2,18,2.0,1
197,Noctua A9 PWM chromax.black.swap,27.96,BLACK / MULTICOLOR,CASE-FAN,2,4,11.0,1
198,Cooler Master MasterFan MF Halo,25.98,WHITE,CASE-FAN,2,9,3.0,1
199,Lian Li UNI FAN AL360 3-Pack,74.98,WHITE,CASE-FAN,2,3,3.0,1
200,Thermalright TL-C12B-S V3,8.99,BLACK,CASE-FAN,2,6,2.0,1
201,NZXT F140 RGB,26.99,WHITE,CASE-FAN,2,1,3.0,1
202,Corsair LL140 2-Pack,85.99,BLACK,CASE-FAN,2,2,2.0,1
203,Gigabyte AORUS 120 ARGB,19.98,BLACK,CASE-FAN,2,19,2.0,1
204,Noctua A14 industrialPPC-2000 PWM,29.95,BROWN / BLACK,CASE-FAN,2,4,10.0,1
205,NZXT AER RGB 2,120.0,BLACK,CASE-FAN,2,1,2.0,1
206,Thermalright TL-C12W-S V3,7.99,WHITE,CASE-FAN,2,6,3.0,1
207,Cooler Master MasterFan MF Halo,33.6,BLACK / WHITE,CASE-FAN,2,9,1.0,1
208,Rosewill RASF-141213,9.99,BLACK,CASE-FAN,2,20,2.0,1
209,ARCTIC P12 PWM PST A-RGB 0dB,16.57,WHITE / GRAY,CASE-FAN,2,5,15.0,1
210,NZXT AER RGB 2,140.0,BLACK,CASE-FAN,2,1,2.0,1
211,Corsair iCUE AF140 RGB ELITE 2-Pack,74.98,WHITE,CASE-FAN,2,2,3.0,1
212,NZXT AER RGB 2,38.98,WHITE,CASE-FAN,2,1,3.0,1
213,upHere NT1207 5-Pack,37.99,WHITE,CASE-FAN,2,13,3.0,1
214,Phanteks M25-140 PWM D-RGB,19.98,BLACK,CASE-FAN,2,10,2.0,1
215,Fractal Design Aspect 14 PWM,29.99,BLACK,CASE-FAN,2,11,2.0,1
216,Thermaltake CT120 2-Pack,24.99,BLACK,CASE-FAN,2,14,2.0,1
217,Lian Li Uni Fan SL,21.99,BLACK,CASE-FAN,2,3,2.0,1
218,Cougar Vortex,140.0,ORANGE,CASE-FAN,2,21,17.0,1
219,ID-COOLING XF-12025-ARGB-TRIO 3-Pack,24.99,BLACK / WHITE,CASE-FAN,2,15,1.0,1
220,Xigmatek eXTREME SILENT,4.49,BLACK,CASE-FAN,2,22,2.0,1
221,ARCTIC F12 PST,9.4,BLACK,CASE-FAN,2,5,2.0,1
222,Deepcool CF120 Plus 3-Pack,41.99,BLACK / WHITE,CASE-FAN,2,8,1.0,1
223,Razer Kunai Chroma 3-Pack,120.0,BLACK,CASE-FAN,2,23,2.0,1
224,ARCTIC P12 PST RGB 0dB,12.99,BLACK,CASE-FAN,2,5,2.0,1
225,Noctua A8 PWM chromax.black.swap,35.72,BLACK / MULTICOLOR,CASE-FAN,2,4,11.0,1
226,Noctua A15 HS-PWM chromax.black.swap,28.95,MULTICOLOR,CASE-FAN,2,4,6.0,1
227,Cooler Master SickleFlow ARGB Reverse Edition,15.74,BLACK / WHITE,CASE-FAN,2,9,1.0,1
228,Thermalright TL-B12 EXTREM,15.92,BLACK / RED,CASE-FAN,2,6,18.0,1
229,Phanteks M25-140 PWM 3-Pack,29.99,BLACK,CASE-FAN,2,10,2.0,1
230,Thermaltake Pure ARGB TT Premium Edition 3-Pack,43.99,BLACK,CASE-FAN,2,14,2.0,1
231,be quiet! Light Wings PWM 3-Pack,83.49,BLACK,CASE-FAN,2,7,2.0,1
232,Lian Li Uni Fan SL,14.99,WHITE,CASE-FAN,2,3,3.0,1
233,Noctua P12 redux-1300 PWM,14.95,GRAY,CASE-FAN,2,4,9.0,1
234,Noctua A15 PWM,23.94,BROWN,CASE-FAN,2,4,7.0,1
235,Lian Li UNI FAN AL140 V2,27.99,WHITE,CASE-FAN,2,3,3.0,1
236,ARCTIC P14,10.99,BLACK,CASE-FAN,2,5,2.0,1
237,Phanteks M25-140 PWM D-RGB 3-Pack,44.98,BLACK,CASE-FAN,2,10,2.0,1
238,Thermaltake CT120 ARGB Sync 2-Pack,34.99,BLACK,CASE-FAN,2,14,2.0,1
239,ID-COOLING TF-12025-SW,12.99,WHITE,CASE-FAN,2,15,3.0,1
240,Thermaltake SWAFAN EX12 ARGB 3-Pack,81.98,BLACK,CASE-FAN,2,14,2.0,1
241,Noctua A20 PWM,32.95,BROWN,CASE-FAN,2,4,7.0,1
242,Fractal Design Dynamic X2 GP-14,29.05,BLACK,CASE-FAN,2,11,2.0,1
243,Fractal Design Aspect 14 RGB PWM 3-Pack,62.38,BLACK,CASE-FAN,2,11,2.0,1
244,be quiet! Light Wings PWM,29.9,BLACK,CASE-FAN,2,7,2.0,1
245,ARCTIC P12 PST,8.98,WHITE / TRANSPARENT,CASE-FAN,2,5,19.0,1
246,be quiet! Pure Wings 2,10.9,BLACK,CASE-FAN,2,7,2.0,1
247,PC Cooler Moonlight 5-Pack,49.99,BLACK,CASE-FAN,2,24,2.0,1
248,Corsair LL140,35.99,BLACK,CASE-FAN,2,2,2.0,1
249,Phanteks PH-F140D30 3-Pack,89.99,WHITE,CASE-FAN,2,10,3.0,1
250,ARCTIC P14 Slim PWM PST,12.12,BLACK,CASE-FAN,2,5,2.0,1
251,Thermaltake SWAFAN EX12 RGB 3-Pack,79.99,BLACK,CASE-FAN,2,14,2.0,1
252,Thermaltake Pure Plus RGB TT Premium Edition 3-Pack,54.98,BLACK,CASE-FAN,2,14,2.0,1
253,NZXT F140 RGB DUO 2-Pack,75.0,BLACK,CASE-FAN,2,1,2.0,1
254,Corsair iCUE AF120 RGB SLIM 2-Pack,63.99,BLACK,CASE-FAN,2,2,2.0,1
255,Antec Storm T3 3-Pack,34.99,BLACK,CASE-FAN,2,16,2.0,1
256,NZXT F RGB Core,21.99,WHITE,CASE-FAN,2,1,3.0,1
257,ARCTIC P12 Silent,8.18,BLACK,CASE-FAN,2,5,2.0,1
258,Lian Li UNI FAN P28,14.95,WHITE,CASE-FAN,2,3,3.0,1
259,Corsair AF120 ELITE,19.98,WHITE / GRAY,CASE-FAN,2,2,15.0,1
260,ID-COOLING ZF-12025 Pastel,120.0,PINK,CASE-FAN,2,15,20.0,1
261,Corsair iCUE QL140 2-Pack,93.99,BLACK,CASE-FAN,2,2,2.0,1
262,EK Loop Fan FPT 120,26.28,BLACK,CASE-FAN,2,18,2.0,1
263,Thermaltake Pure 20 ARGB Sync Case Fan TT Premium Edition,35.78,BLACK,CASE-FAN,2,14,2.0,1
264,Noctua A4x20 PWM,14.95,BROWN,CASE-FAN,2,4,7.0,1
265,NZXT F140Q,16.98,WHITE,CASE-FAN,2,1,3.0,1
266,be quiet! Pure Wings 2,9.9,BLACK,CASE-FAN,2,7,2.0,1
267,Corsair AF140 ELITE,24.99,BLACK,CASE-FAN,2,2,2.0,1
268,Noctua A9 PWM,18.95,BROWN,CASE-FAN,2,4,7.0,1
269,Corsair iCUE ML120 RGB ELITE Premium 3-Pack,89.99,WHITE / GRAY,CASE-FAN,2,2,15.0,1
270,Corsair AF120 SLIM,21.99,BLACK,CASE-FAN,2,2,2.0,1
271,Cooler Master SickleFlow,12.99,BLACK,CASE-FAN,2,9,2.0,1
272,be quiet! Pure Wings 2,12.9,BLACK,CASE-FAN,2,7,2.0,1
273,Phanteks SK140,12.65,BLACK,CASE-FAN,2,10,2.0,1
274,Thermalright TL-B12,11.29,BLACK,CASE-FAN,2,6,2.0,1
275,Corsair ML Elite,19.98,WHITE,CASE-FAN,2,2,3.0,1
276,Corsair iCUE QL120,38.99,WHITE / BLACK,CASE-FAN,2,2,8.0,1
277,NZXT F140P,16.98,BLACK,CASE-FAN,2,1,2.0,1
278,Corsair AF140 (2018) 2-Pack,24.99,BLACK / WHITE,CASE-FAN,2,2,1.0,1
279,be quiet! Silent Wings 4,23.9,BLACK,CASE-FAN,2,7,2.0,1
280,Noctua A14 industrialPPC-2000 IP67 PWM,31.95,BROWN / BLACK,CASE-FAN,2,4,10.0,1
281,Thermaltake SWAFAN EX12 RGB 3-Pack,95.99,WHITE,CASE-FAN,2,14,3.0,1
282,Deepcool XFAN,120.0,BLACK,CASE-FAN,2,8,2.0,1
283,NZXT Aer P,19.3,BLACK,CASE-FAN,2,1,2.0,1
284,Phanteks M25-120 PWM D-RGB,120.0,BLACK,CASE-FAN,2,10,2.0,1
285,NZXT F120P,24.98,WHITE,CASE-FAN,2,1,3.0,1
286,Lian Li UNI FAN SL V2 120 5-Pack,129.99,BLACK,CASE-FAN,2,3,2.0,1
287,Deepcool FK120,120.0,BLACK,CASE-FAN,2,8,2.0,1
288,ARCTIC P8 Max,8.99,BLACK,CASE-FAN,2,5,2.0,1
289,Phanteks PH-F140D30R 3-Pack,89.99,BLACK,CASE-FAN,2,10,2.0,1
290,In Win Sirius Loop ASL 3-Pack,34.0,BLACK,CASE-FAN,2,25,2.0,1
291,Fractal Design Aspect 12 PWM,120.0,BLACK,CASE-FAN,2,11,2.0,1
292,Gelid Solutions Stella,7.99,BLACK,CASE-FAN,2,26,2.0,1
293,Corsair ML120 2-Pack,120.0,WHITE / BLACK,CASE-FAN,2,2,8.0,1
294,Fractal Design Aspect 12,19.98,BLACK,CASE-FAN,2,11,2.0,1
